Unnamed: 0,WEBJRGA,辞書データ
11681,ふうさい,風采
11682,ふうし,風刺
11683,ふうじ,諷示（ふうじ）
11684,ふうじゅ,風樹
11685,ふうしん,風疹
11686,ふうす,副寺（ふうす）
11687,ふうする,諷する
11688,ふうせいかくれい,風声鶴唳
11689,ふうぜんのともしび,風前のともしび
11690,ふうてい,風体
11691,ふうてん,ふうてん
11692,ふうび,風靡（ふうび）
11693,ふうぶつし,風物詩
11694,ふうふわごう,夫婦和合
11695,ふうぼう,風貌
11696,ふうりんかざん,風林火山
11699,ふえ,不壊（ふえ）
11700,ふぇいく,フェイク
11701,ふえきりゅうこう,不易流行
11702,ふえつ,斧鉞（ふえつ）
11703,ふえる,増える
11704,ふえる,殖える
11705,ふえん,敷延
11706,ふおうせいひんけつ,不応性貧血
11707,ふか,ふ化
11708,ふか,付加
11709,ふか,負荷
11710,ふか,賦課
11711,ぶがある,分がある
11712,ふかい,深い
11713,ふがいない,ふがいない
11714,ぶがかり,歩掛
11715,ふかく,俯角（ふかく）
11716,ふかす,更かす
11717,ふかす,ふかす
11718,ふかす,吹かす
11719,ぶかっこう,不格好
11720,ふかづめ,深爪
11721,ふかで,深手
11722,ふかぼり,深掘り
11723,ぶがわるい,分が悪い
11724,ふかん,俯瞰
11725,ふかんびせい,不完備性
11726,ふき,フキ
11727,ふき,不羈（ふき）
11728,ふきかえ,吹き替え
11729,ふきかける,吹き掛ける
11730,ぶきみ,不気味
11731,ふきもの,吹き物
11732,ふきゅう,不朽
11733,ふきゅう,腐朽
11734,ぶきよう,不器用
11735,ふぎょう,附仰
11736,ぶぎょう,奉行
11737,ふきん,布巾
11738,ふく,吹く
11739,ふく,噴く
11740,ふく,拭く
11741,ふく,ふく
11742,ふく,伏
11743,ふく,服
11744,ふく,復
11745,ふく,複
11746,ふぐ,フグ
11747,ふぐ,不具
11748,ふくいく,馥郁（ふくいく）
11749,ふくが,伏臥
11750,ふくきょうそ,福教組
11751,ふくげん,復元
11752,ふくげんりょく,復原力
11753,ふくくう,腹腔
11754,ふくこう,腹腔
11755,ふくしゃ,輻射（ふくしゃ）
11756,ふくしゅう,復讐
11757,ふくしん,腹心
11758,ふくじん,副腎
11759,ふくすい,復水
11760,ふくすい,腹水
11761,ふくすい,覆水
11762,ふくする,服する
11763,ふくする,伏する　
11764,ふくする,復する
11765,ふくぞうない,腹蔵ない
11766,ふくそう,輻輳（ふくそう）
11767,ふくそうひん,副葬品
11768,ふぐたいてん,不倶戴天
11769,ふくびき,福引
11770,ふくほん,副本
11771,ふくほん,複本
11772,ふくみおく,含み置く
11773,ふくみわらい,含み笑い
11774,ふくも,服喪
11775,ふくよう,服膺（ふくよう）
11776,ふくらはぎ,ふくらはぎ
11777,ふくりょうほうすい,伏竜鳳雛
11778,ふくれる,膨れる
11779,ふくろ,袋
11780,ふくろこうじ,袋小路
11781,ふけい,父兄
11782,ふける,老ける
11783,ふける,更ける
11784,ふける,ふける
11785,ふける,ふける
11786,ふげん,付言
11787,ふげんじっこう,不言実行
11788,ふごう,符号
11789,ふごう,符合
11790,ふこうき,不耕起
11791,ふこうどうけん,府高同研
11792,ぶこく,誣告（ぶこく）
11793,ぶこつ,武骨
11794,ぶさいく,不細工
11795,ふさぐ,ふさぐ
11796,ぶざま,ぶざま
11797,ぶさた,無沙汰
11798,ふさわしい,ふさわしい
11799,ふし,節
11800,ふじ,フジ／藤
11801,ふじ,不二（ふじ）
11802,ふしくれだつ,節くれ立つ
11803,ぶしつけ,ぶしつけ
11804,ふじのやまい,不治の病
11805,ふしまつ,不始末
11806,ふしめ,節目
11807,ふしめ,伏し目
11808,ふしぶし,節々
11809,ぶじへいおん,無事平穏
11810,ぶしゃ,歩射
11811,ぶしゃ,奉射（ぶしゃ）
11812,ふしゃくしんみょう,不惜身命
11813,ふしゅ,浮腫
11814,ふしょう,不肖
11815,ふしょう,不祥
11816,ふしょう,不詳
11817,ぶしょう,無精
11818,ふしょうぶしょう,不承不承
11819,ふしょうふずい,夫唱婦随
11820,ふしょく,扶植
11821,ふしょく,腐食
11822,ふしょく,腐植
11823,ぶじょく,侮辱
11824,ふじょし,婦女子
11825,ふしん,普請
11826,ふしん,不審
11827,ふしん,不信
11828,ふしん,不振
11829,ふじんけん,府人研
11830,ふす,伏す
11831,ふずい,不随
11832,ぶすい,無粋
11833,ぶすっと,ぶすっと
11834,ぶすっと,ブスッと
11835,ふすま,ふすま
11836,ふすま,ふすま
11837,ふぜい,風情
11838,ぶぜい,無勢
11839,ふせきちんぼく,浮石沈木
11840,ふせつ,敷設
11841,ふせつ,付設
11842,ふせつ,符節
11843,ふせめ,伏せ目
11844,ふせん,付箋
11845,ぶぜん,ぶぜん
11846,ふそく,不測
11847,ふそく,付則
11848,ふぞく,付属
11849,ふそくふり,不即不離
11850,ふぞろい,ふぞろい
11851,ふそん,不遜
11852,ふぞんりょう,腑存量
11853,ふた,二
11854,ふた,双
11855,ふた,ふた
11856,ふだ,札
11857,ぶた,ブタ／豚
11858,ふだい,譜代
11859,ふたく,付託
11860,ふたく,負託
11861,ふたけた,２桁
11862,ふたこと,二言
11863,ふださし,札差
11864,ふたたび,ふたたび
11865,ふたたび,再び
11866,ふたつ,二つ
11867,ふたつき,ふたつき
11868,ふたとおり,２通り
11869,ふたばん,二晩
11870,ふたまた,二股
11871,ふたやま,二山
11872,ふたり,２人
11873,ふたり,二人
11874,ふたりいっしょ,２人一緒
11875,ふたりづれ,二人連れ
11876,ふたりで,二人で
11877,ふたりとも,二人とも
11878,ふたりひとくみ,２人一組
11879,ふたりひとまとめ,２人ひとまとめ
11880,ふだん,普段
11881,ふだん,不断
11882,ふち,縁
11883,ふち,布置
11884,ふち,ふち
11885,ふち,扶持（ふち）
11886,ぶち,ぶち
11887,ぶち,ぶち・・・
11888,ふちょう,符丁
11889,ぶちょうほう,不調法
11890,ぶつ,物（ぶつ）
11891,ぶつおんほうしゃ,仏恩報謝
11892,ふつか,２日
11893,ふっかく,伏角
11894,ふっかける,吹っ掛ける
11895,ぶっかせいち,物化生地
11896,ふつかよい,二日酔い
11897,ぶつかる,ぶつかる
11898,ぶつぎ,物議
11899,ふつぎょう,払暁
11900,ぶっきらぼう,ぶっきら棒
11901,ぶつぎり,ぶつ切り
11902,ふっきる,吹っ切る
11903,ふっく,フック
11904,ぶっけん,物件
11905,ぶっけん,物権
11906,ぶっこ,物故
11907,ふっこう,腹腔
11908,ふっこく,復刻
11909,ぶつじょうそうぜん,物情騒然
11910,ふっしょく,払拭
11911,ぶっしょく,物色
11912,ふっそ,フッ素
11913,ぶっちょうづら,仏頂面
11914,ふつつか,ふつつか
11915,ぶっつける,ぶっつける
11916,ふっそ,フッ素
11917,ぶっだ,仏陀
11918,ふってい,払底
11919,ふつふつ,沸々
11920,ぶつめつ,仏滅
11921,ふてい,不逞
11922,ふていさい,不体裁
11923,ふていしゅうそ,不定愁訴
11924,ふていつうち,不定通知
11925,ふてぎわ,不手際
11926,ふでづかい,筆遣い
11927,ふてね,ふて寝
11928,ふでをたつ,筆を断つ
11929,ふでをたつ,筆を絶つ
11930,ふとい,太い
11931,ふとう,埠頭
11932,ふとう,不撓（ふとう）
11933,ぶどうい,ブドウ
11934,ぶどうとう,ブドウ糖
11935,ふとうふくつ,不撓不屈
11936,ふどき,風土記
11937,ふところぎょく,懐玉
11938,ふとどき,不届き
11939,ぶどまり,歩留まり
11940,ふとん,布団
11941,ふなあし,船脚
11942,ふなうた,舟歌
11943,ふなばた,船端
11944,ふなれ,不慣れ
11945,ふに,不二
11946,ふね,船
11947,ふね,舟
11948,ふね,舟／船
11949,ぶは,部派
11950,ふはく,布帛
11951,ふびん,ふびん
11952,ふぶく,ふぶく
11953,ぶべつ,侮蔑
11954,ふへん,不偏
11955,ふへん,普遍
11956,ふへん,不変
11957,ふへんふとう,不偏不党
11958,ふほう,訃報
11959,ふほう,不芳
11960,ふま,不磨
11961,ふみきり,踏み切り
11962,ふみきり,踏切
11963,ふみづき,文月
11964,ふみつける,踏み付ける
11965,ふみにじる,踏みにじる
11966,ふもと,麓
11967,ぶやく,夫役（ぶやく）
11968,ふやす,増やす
11969,ふやす,殖やす
11970,ふゆう,富裕
11971,ふゆう,富有
11972,ふゆきとどき,不行き届き
11973,ふよ,付与
11974,ふよう,不用
11975,ふよう,不要
11976,ぶようじん,不用心
11977,ふらく,不落
11978,ぷらす,＋
11979,ぷらす,プラス
11980,ぷらすあるふぁ,プラス・アルファ
11981,ぷらすまいなす,プラス・マイナス
11982,ふらっと,フラット
11983,ふらっと,「♭」
11986,ふらち,ふらち
11987,ぷらまい,プラマイ
11988,ふらん,腐乱
11989,ふらんき,ふ卵器
11990,ふり,ふり
11994,ふりかえ,振り替え
11995,ふりかえ,振替
11996,ふりく,不陸
11997,ふりこみ,振り込み
11998,ふりこみ,振込
11999,ぶりかえす,ぶり返す
12000,ふりかかる,降り掛かる
12001,ふりこめさぎ,振り込め詐欺
12002,ふりそで,振り袖
12003,ふりだし,振り出し
12004,ふりだし,振出
12005,ふりつけ,振り付け
12006,ふりつけ,振付
12007,ふりつじんけん,府立人研
12008,ふりのきゃく,ふりの客
12009,ふりま,フリマ
12010,ふりょ,俘虜（ふりょ）
12011,ぶりょう,無聊（ぶりょう）
12012,ぶりょうとうげん,武陵桃源
12013,ふる,降る
12014,ふる,振る
12015,ふる,ふる
12018,ふるいにかける,ふるいにかける
12019,ふるう,振るう
12020,ふるう,震う
12021,ふるう,奮う
12022,ふるう,ふるう
12023,ふるえだす,震えだす
12024,ふるえる,震える
12025,ふるさと,ふるさと
12026,ぶるしっと,ブルシット
12027,ふるまい,振る舞い
12028,ふるす,古す
12029,ふるって,奮って
12032,ふれあい,触れ合い
12033,ふれじょう,触れ状
12034,ふれる,ふれる
12035,ぶれる,ぶれる
12036,ふれる,触れる
12037,ふれかける,触れかける
12038,ふろ,風呂
12039,ふろうちょうじゅ,不老長寿
12041,ふろしき,風呂敷
12042,ぷろふぃる,プロフィル
12043,ぷろふぇっしょなる,プロフェッショナル
12044,ふわらいどう,付和雷同
12045,ふん,墳
12046,ふん,噴
12047,ふん,憤
12048,ふん,奮
12049,ふん,粉
12050,ふん,紛
12051,ふん,ふん
12052,ぶん,ぶん
12053,ぶん,分
12054,ぶんか,文化
12055,ぶんか,文科
12056,ぶんか,分化
12057,ぶんか,分科
12058,ぶんか,分課
12059,ぶんかてきちりてきよういん,文化的・地理的要因
12060,ふんきいちばん,奮起一番
12061,ふんけい,刎頸（ふんけい）
12062,ぶんけつ,分けつ
12063,ぶんげん,分限
12064,ふんこう,紛更
12065,ふんごう,吻合
12066,ふんこつさいしん,粉骨砕身
12067,ぶんし,分祀（ぶんし）
12068,ぶんしつしんぴん,文質彬々
12069,ふんじょう,紛擾
12070,ふんしょく,粉飾
12071,ふんしょこうじゅ,焚書坑儒
12072,ふんじん,粉じん
12073,ぶんじんむこう,文人無行
12074,ぶんすいれい,分水嶺
12075,ふんする,扮する
12076,ふんぜん,憤然
12077,ふんぜん,奮然
12078,ふんそう,扮装
12079,ふんぞりかえる,踏ん反り返る
12080,ふんどし,ふんどし
12081,ぶんどる,分捕る
12082,ぶんなぐる,ぶん殴る
12083,ふんにょう,ふん尿
12084,ふんぬ,憤怒
12085,ふんばる,踏ん張る
12086,ふんぱん,噴飯
12087,ふんぷん,ふんぷん
12088,ふんぷん,紛々
12089,ふんぷんしゅうしょ,紛々愁訴
12090,ぶんべん,分娩（ぶんべん）
12091,ふんまん,憤まん
12092,ぶんめいかいか,文明開化
12093,ふんもん,噴門
12094,ぶんや,聞屋
12095,ぶんり,文・理
12096,ふんりゅう,粉瘤（ふんりゅう）
12097,ぶんりゆうごう,文理融合
12098,ふんれいどりょく,奮励努力
12099,ぶんれつ,分裂
12100,ぶんれつ,分列
12103,へ,屁
12107,へい,幣
12108,へい,弊
12109,へい,並
12110,へい,併
12111,へい,塀
12112,へいいはぼう,弊衣破帽
12113,へいか,閉架
12114,へいき,併記
12115,へいきのへいざ,平気の平左
12116,へいげつしゅうか,閉月羞花
12117,へいこう,平行
12118,へいこう,並行
12119,へいこう,平衡
12120,へいこせんせい,閉戸先生
12121,べいごま,べいごま
12122,へいする,聘する
12123,へいそう,並走
12124,へいそう,併走
12125,へいそく,閉塞
12126,へいぞん,併存
12127,へいたん,平たん
12128,へいたん,兵たん
12129,へいちゃら,へいちゃら
12130,へいちょう,併徴
12131,へいどん,併呑
12132,へいばん,平板
12133,へいひ,閉扉
12134,へいゆ,平癒
12135,へいよう,併用
12136,へいりつ,並立
12137,へいわり,平和裏
12138,へきえき,へきえき
12139,へきえん,僻遠
12140,へきがん,碧眼（へきがん）
12141,へきけん,僻見
12142,へきすう,僻陬（へきすう）
12143,へきそん,僻村
12144,へきち,へき地
12145,へきとう,劈頭（へきとう）
12146,へきれき,へきれき
12147,ぺけ,ペケ
12148,へこおび,へこ帯
12149,へこむ,へこむ
12150,へさき,へさき
12152,べすとてん,ベスト１０
12153,べずびお,ベズビオ
12154,へそ,へそ
12155,へた,下手
12157,へたくそ,下手くそ
12158,べたつく,べたつく
12159,へちま,ヘチマ
12160,べっこ,別個
12161,べっこう,べっ甲
12162,べっし,蔑視
12163,べっしょう,蔑称
12164,べつじょう,別条
12165,へったくれ,へったくれ
12166,べつだて,別建て
12167,べっとう,別当
12169,べつに,別に
12170,ぺっぷす,ＰＥＰｓ
12171,べつよう,別様
12172,へど,へど
12173,べに,紅
12174,べにばな,ベニバナ／紅花
12175,へばりつく,へばりつく
12176,へび,ヘビ／蛇
12177,へひり,屁ひり
12178,へめぐり,経巡り
12179,へや,部屋
12180,へらしめ,減らし目
12181,べらぼう,べらぼう
12182,へり,へり
12183,へりくだる,へりくだる
12184,へんい,変位
12185,へんい,変異
12186,へんい,変移
12187,べんかん,弁官
12188,へんきょう,辺境
12189,へんくつ,偏屈
12190,へんけい,変形
12191,へんけい,変型
12192,へんざい,偏在
12193,へんざい,遍在
12194,へんさん,編さん
12195,へんしゅ,騙取（へんしゅ）
12196,へんしん,変針
12197,へんしん,変心
12198,べんず,ベン図
12199,へんすう,辺陬（へんすう）
12200,へんずつう,偏頭痛
12201,へんせい,編成
12202,へんせい,編製
12203,べんぜつ,弁舌
12204,べんそ,弁疎
12205,へんたい,変体
12206,へんたい,変態
12207,ぺんだこ,ペンだこ
12208,べんたつ,鞭撻
12209,へんてこ,へんてこ
12210,へんてこりん,へんてこりん
12211,へんてつ,変哲
12212,へんてつ,編綴（へんてつ）
12213,へんとうせん,へんとう腺
12214,へんねん,編年
12215,へんぱ,偏頗（へんぱ）
12216,べんばく,弁駁（べんばく）
12217,へんぴ,辺ぴ
12218,へんぷくしゅうしょく,辺幅修飾
12219,へんぺい,扁平
12220,へんぼう,変貌
12221,へんぽん,へんぽん
12222,べんもう,鞭毛
12223,へんりん,片りん
12224,へんれい,返戻
12225,へんろ,遍路
12228,ほ,帆
12229,ほ,穂
12232,ほいく,保育
12233,ぼいん,母印
12234,ぽいんと,ポイント
12235,ほう,ほう
12236,ほうえんいとく,報怨以徳
